ccode,MinisterPersonalID,country_name,country_name2,foreignminister,fminday,fminmonth,fminyear,fmoutday,fmoutmonth,fmoutyear,portfolio_name,post_name,acting,Term_no,repeated_terms,HeadofGovernment,sex,birthyear,deadyear,birthplace,marital,children,nr_children,fambgnoble,fambgprof,education,edufield,school_name,sec_school_name,Farmer,Business,Worker,Cleric,Politics,Law,Whitecollar,Int_org,InternationalOrganizationname,Diplomat,Dip_post,Dip_country,Mili_edu,Mili_service,Mili_rank,Mili_combat,Combat_war,Mili_injury,Rebel,party,party_name,party_lead,parliament_bg,Former_minister,Former_min_post,Former_gov_office,Former_gov_post,org_connections,organisation,Manner_out,Reason_out,version
255,255026,Prussia/Germany,Königreich Preußen,Heinrich Friedrich Graf von Arnim-Heinrichsdorff-Werbelow,24,2,1849,3,5,1849,Auswärtiges Amt,Minister,1,1,1,1,1,1793,1879,"Werbelow, Prussia",1,1,0,2,8888,8888,8888,7777,7777,1,1,1,1,1,1,1,1,9999,2,Gesandter,"Belgium, Austria",1,2,8888,2,German Campaign,1,1,7777,7777,9999,7777,1,9999,1,7777,1,9999,1,23,v210301
255,255005,Prussia/Germany,Königreich Preußen,Alexander Gustav Adolf Graf von Schleinitz,7777,7,1849,26,9,1850,Auswärtiges Amt,Minister ,1,1,2,1,1,1807,1885,"Blankenburg am Harz, Westphalen",2,2,5,2,6,4,08,University of Göttingen,University of Berlin,1,1,1,1,2,2,1,1,9999,2,Gesandter,"Württemberg, Österreich",2,2,Captain,2,German Campaign,1,1,7777,7777,9999,7777,1,Minister of Foreign Affairs,2,"Wirklicher Geheimer Legationsrat, außerordentlicher Gesandter und bevollmächtiger Minister",1,9999,1,23,v210301
255,255034,Prussia/Germany,Königreich Preußen,Josef Maria Ernst Christian Wilhelm von Radowitz,26,9,1850,3,11,1850,Auswärtiges Amt,Minister,1,1,1,1,1,1797,1853,"Blankenburg am Harz, Westphalen",2,2,5,2,2,7777,10,"Mainz, Charleroi, Straßburg, Kassel",7777,1,1,1,1,1,1,1,1,9999,2,Gesandter,"Württemberg, Österreich",2,2,Hauptmann,2,German Campaign,2,1,7777,7777,9999,2,1,9999,1,7777,2,Vorsitzender of the Verwaltungsrat of the Erfurter Union,1,23,v210301
255,255043,Prussia/Germany,Königreich Preußen,Otto Theodor Freiherr von Manteuffel,19,12,1850,5,11,1858,Auswärtiges Amt,Präsidenten des Staatsministeriums und Minister der auswärtigen Angelegenheiten,1,1,1,2,1,1805,1882,"Lübben, Prussia",2,2,1,2,6,4,08,University of Halle,7777,1,1,1,1,1,2,1,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,7777,7777,9999,2,1,9999,2,Minister of the Interior in the County of Stettin,1,9999,1,29,v210301
255,255005,Prussia/Germany,Königreich Preußen,Alexander Gustav Adolf Graf von Schleinitz,6,11,1858,1,10,1861,Auswärtiges Amt,Minister,1,1,2,1,1,1807,1885,"Blankenburg am Harz, Westphalen",2,2,5,2,6,4,08,University of Göttingen,University of Berlin,1,1,1,1,2,2,1,1,9999,2,Gesandter,"Württemberg, Österreich",2,2,Captain,2,German Campaign,1,1,7777,7777,9999,7777,1,9999,2,"Wirklicher Geheimer Legationsrat, außerordentlicher Gesandter und bevollmächtiger Minister",1,9999,1,24,v210301
255,255004,Prussia/Germany,Königreich Preußen,Albrecht Graf von Bernstorff,10,10,1861,7777,10,1862,Auswärtiges Amt,Minister,1,1,1,1,1,1809,1873,"Dreilützow, Mecklenburg",2,1,0,2,6,4,08,University of Göttingen,7777,1,1,1,1,1,1,1,1,9999,2,"Attache, Ambassador","Hamburg, Netherlands, Russia",1,1,9999,1,9999,1,1,7777,7777,9999,2,1,9999,2, Außerordentlicher Gesandter und bevollmächtigter Minister,1,9999,1,23,v210301
255,255042,Prussia/Germany,Königreich Preußen,Otto Eduard Leopold Graf von Bismarck-Schönhausen,23,11,1862,20,3,1890,Auswärtiges Amt,"Prime Minister of Prussia, Chancellor of Germany",1,1,1,2,1,1815,1898,"Schönhausen, Prussia",2,2,3,2,5,4,08,University of Göttingen,7777,2,1,1,1,2,1,1,1,9999,2,Gesandter,"Russia, France, Deutscher Bundestag Frankfurt (central institution of the German Confederation)",1,2,One-year volunteer,1,9999,1,1,7777,7777,9999,2,1,9999,1,7777,1,9999,1,23,v210301
255,255002,Prussia/Germany,Deutsches Reich,Adolf Hermann Freiherr Marschall von Bieberstein,30,3,1890,7777,7,1897,Auswärtiges Amt,Secretary of State,1,1,1,1,1,1842,1912,"Karlsruhe, Baden",2,2,5,2,9,4,10,University of Freiburg,University of Heidelberg,1,1,1,1,1,2,1,1,9999,2,Gesandter,Prussia,1,1,9999,1,9999,1,1,1,9999,9999,2,1,9999,1,7777,1,9999,1,23,v210301
255,255016,Prussia/Germany,Deutsches Reich,Georg Leo von Caprivi de Caprera de Montecoccoli,20,3,1890,22,3,1890,Auswärtiges Amt,"Prime Minister of Prussia, Chancellor of Germany",2,1,1,2,1,1831,1899,"Charlottenburg, Prussia",1,1,0,2,9,3,10,Prussian Academy of War (Kriegsacademie),,1,1,1,1,1,1,1,1,.,1,1,1,2,2,"Lieutenant General, Vice Admiral",2,"Austro-Prussian War, Franco-Prussian War",1,1,7777,,9999,7777,1,,2,Chief of the Imperial Marine,1,1,1,23,v210301
255,255008,Prussia/Germany,Deutsches Reich,Bernhard Heinrich Martin Karl von Bülow,1,10,1897,13,7,1909,Auswärtiges Amt,Secretary of State,1,1,1,2,1,1849,1929,"Klein Flottbek, Hamburg",2,1,0,2,6,4,10,University of Lausanne,"University of Berlin, University of Jena",1,1,1,1,1,2,1,1,9999,2,"Attache, Ambassador","Russia, Austria, Italy, Greece, France",1,2,Volunteer,2,Franco-Prussian War,1,1,7777,7777,9999,7777,1,9999,1,7777,1,9999,1,23,v210301
255,255047,Prussia/Germany,Deutsches Reich,Theobald Theodor Friedrich Alfred von Bethmann Hollweg,14,7,1909,13,7,1917,Auswärtiges Amt,Chancellor of Germany,1,1,1,2,1,1856,1921,"Hohenfinow, Prussia",2,2,4,2,1,4,10,University of Strassbourg,University of Leipzig,1,1,1,1,2,2,1,1,9999,1,9999,9999,1,2,Volunteer,1,9999,1,1,2,Free Conservative Party,1,1,1,9999,2,Oberpräsident der Provinz Brandenburg,1,9999,1,29,v210301
255,255017,Prussia/Germany,Deutsches Reich,Georg Michaelis,14,7,1917,31,10,1917,Auswärtiges Amt,Chancellor of Germany,1,1,1,2,1,1857,1936,"Bad Saarow, Prussia",2,2,7,1,9,4,10,University of Breslau,University of Leipzig,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,7777,7777,9999,7777,1,9999,2,State Commissioner for General Nutrition (Staatskommissar für Volksernährung),1,9999,1,29,v210301
255,255015,Prussia/Germany,Deutsches Reich,Georg Friedrich Karl Graf von Hertling,1,11,1917,30,9,1918,Auswärtiges Amt,Chancellor of Germany,1,1,1,2,1,1843,1919,"Darmstadt, Hesse",2,2,6,2,9,5,12,University of Munich,"University of Münster, University of Berlin",1,1,1,1,1,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,Centre Party,1,2,1,9999,2,Foreign Minister of Bavaria,1,9999,1,29,v210301
255,255044,Prussia/Germany,Deutsches Reich,Prinz Maximilian Alexander Friedrich Wilhelm von Baden,3,10,1918,9,11,1918,Auswärtiges Amt,Chancellor of Germany,1,1,1,2,1,1867,1929,"Baden, Baden",2,2,2,2,5,4,10,University of Leipzig,7777,1,1,1,1,2,1,1,1,9999,1,9999,9999,2,2,Lieutenant general,2,First World War,1,1,1,9999,1,1,1,9999,1,7777,1,9999,5,9999,v210301
260,255040,Prussia/Germany,Bundesrepublik Deutschland,Konrad Hermann Joseph Adenauer,15,3,1951,6,6,1955,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,1,2,1,1876,1967,"Cologne, Germany",5,2,8,1,7,4,08,"University of Freiburg i.Br., University of Munich, Universität of Bonn, all Germany","Apostelgymnasium, Köln, Germany",1,2,1,1,2,2,1,1,9999,1,9999,9999,7777,7777,7777,7777,9999,1,1,2,CDU,2,2,1,9999,2,Oberbürgermeister of Cologne,2,Aufsichtsrat of the Deutsche Bank,1,29,v210301
260,255027,Prussia/Germany,Bundesrepublik Deutschland,Heinrich von Brentano di Tremezzo,6,6,1955,30,10,1961,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,2,1,1,1904,1964,"Offenbach, Germany",1,1,1,2,7777,4,08,"University of Munich, University of Gießen, both Germany",7777,1,1,1,1,2,2,1,1,9999,1,9999,9999,7777,7777,7777,7777,7777,7777,7777,2,CDU,2,2,1,9999,2,Vorsitzender CDU/CSU-Bundestagsfraktion,1,9999,7777,7777,v210301
260,255018,Prussia/Germany,Bundesrepublik Deutschland,Gerhard Schröder,14,11,1961,30,11,1966,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,2,2,1,1910,1989,"Saarbrücken, Germany",2,2,3,1,7,4,08,"University of Königsberg (Germany), University of Edinburgh (Great Britain), University of Berlin (Germany), University of Bonn (Germany)","Gymnasium Trier, Germany",1,1,1,1,2,2,1,1,9999,1,9999,9999,1,2,Unteroffizier,2,World War II,2,1,2,CDU,2,2,1,9999,2,stellvertretender Vorsitzender CDU/CSU-Bundestagsfraktion,2,Stahltreuhandverwaltung,1,12,v210301
260,255051,Prussia/Germany,Bundesrepublik Deutschland,Willy Brandt (Herbert Ernst Karl Frahm),1,12,1966,21,10,1969,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,1,1,1,1913,1992,"Lübeck, Germany",5,2,4,1,7,2,9999,"Johanneum, Lübeck, Germany",7777,1,1,2,1,2,1,1,2,7777,1,9999,9999,1,1,9999,1,9999,1,2,2,SPD,2,2,1,9999,2,Oberbürgermeister of Berlin,1,9999,1,12,v210301
260,255048,Prussia/Germany,Bundesrepublik Deutschland,Walter Scheel,22,10,1969,16,5,1974,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,2,1,1,1919,2016,"Höscheid, Germany",5,2,1,1,3,2,9999,"Gymnasium Schwertstraße, Solingen, Germany",7777,1,2,1,1,2,1,2,1,9999,1,9999,9999,2,2,Oberleutnant,2,World War II,1,1,2,FDP,2,2,2,Minister für wirtschaftliche Zusammenarbeit,2,EU-parliament: Vorsitzender des Ausschusses für Fragen der Assoziierung der überseeischen Länder und Gebiete,1,9999,1,31,v210301
260,255021,Prussia/Germany,Bundesrepublik Deutschland,Hans-Dietrich Genscher,16,5,1974,17,9,1982,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,2,1,1,1927,2016,"Reideburg, Germany",5,2,1,1,7,4,08,"University of Halle, University of Leipzig, both Germany","Städtisches Reformrealgymnasium, Halle / Saale",1,1,1,1,2,2,1,1,9999,1,9999,9999,2,2,Gefreiter,2,World War II,1,1,2,FDP,2,2,2,Innenminister,1,7777,1,9999,1,12,v210301
260,255028,Prussia/Germany,Bundesrepublik Deutschland,Helmut Heinrich Waldemar Schmidt,17,9,1982,1,10,1982,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,1,1,1,1918,2015,"Hamburg, Germany",2,2,2,1,7,4,08,"University of Hamburg, Germany","Lichtwarkschule, Hamburg, Germany",1,2,1,1,2,1,1,1,9999,1,9999,9999,2,2,Oberleutnant,2,World War II,1,1,2,SPD,2,2,2,"Verteidigungsminister (1969-1972), Finanzminister (1972-1974)",1,7777,1,9999,1,12,v210301
260,255021,Prussia/Germany,Bundesrepublik Deutschland,Hans-Dietrich Genscher,1,10,1982,17,5,1992,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,2,1,1,1927,2016,"Reidegurg, Germany",5,2,1,1,7,4,08,"University of Halle, University of Leipzig, both Germany","Städtisches Reformrealgymnasium, Halle / Saale, Germany",1,1,1,1,2,2,1,1,9999,1,9999,9999,2,2,Gefreiter,2,World War II,1,1,2,FDP,2,2,2,Innenminister,1,7777,1,9999,1,32,v210301
255,255039,Prussia/Germany,Bundesrepublik Deutschland,Klaus Kinkel,18,5,1992,26,10,1998,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,2,1,1,1936,9999,"Metzingen, Germany",2,2,3,1,9,4,08,"University of Tübingen, University of Bonn, both Germany ","Staatliches Gymnasium Hechingen, Germany",1,1,1,1,2,2,1,1,9999,1,9999,9999,7777,7777,7777,1,9999,1,1,2,FDP,2,2,2,Justizminister,2,Präsident of the Bundesnachrichtendienst,1,9999,1,11,v210301
255,255035,Prussia/Germany,Bundesrepublik Deutschland,"Joseph Maria ""Joschka"" Fischer",27,10,1998,22,11,2005,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,2,1,1,1948,9999,"Gerabronn, Germany",5,2,2,1,7,2,9999,"Gymnasium, Stuttgart, Germany",7777,1,1,2,1,2,1,1,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,Grüne,2,2,2,Hessischer Staatsminister für Umwelt und Energie,1,7777,1,9999,1,12,v210301
255,255011,Prussia/Germany,Bundesrepublik Deutschland,Frank-Walter Steinmeier,22,11,2005,28,10,2009,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,1,1,1,1956,9999,"Detmold, Germany",2,2,1,1,7,4,08,"University of Gießen, Germany","Neusprachliches Gymnasium Blomberg, Germany",1,1,1,1,2,2,1,1,9999,1,9999,9999,2,2,7777,1,9999,1,1,2,SPD,1,1,1,9999,1,7777,1,9999,1,12,v210301
255,255019,Prussia/Germany,Bundesrepublik Deutschland,Guido Westerwelle,28,10,2009,17,12,2013,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,1,1,1,1961,2016,"Bad Honnef, Germany",1,1,1,1,7,4,08,"University of Bonn, Germany","Gymnasium, Bonn, Germany",1,1,1,1,2,2,1,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,FDP,2,2,1,9999,1,7777,1,9999,1,11,v210301
255,255011,Prussia/Germany,Bundesrepublik Deutschland,Frank-Walter Steinmeier,17,12,2013,27,1,2017,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,1,1,1,1956,9999,"Detmold, Germany",2,2,1,1,7,4,08,"University of Gießen, Germany","Neusprachliches Gymnasium Blomberg, Germany",1,1,1,1,2,2,1,1,9999,1,9999,9999,2,2,7777,1,9999,1,1,2,SPD,1,1,1,9999,1,7777,1,9999,1,31,v210301
255,255046,Prussia/Germany,Bundesrepublik Deutschland,Sigmar Gabriel,27,1,2017,6666,6666,6666,Auswärtiges Amt,Bundesminister des Auswärtigen,1,1,1,1,1,1959,9999,"Goslar, Germany",5,2,2,1,7,4,07,"University of Göttingen, Germany","Ratsgymnasium, Goslar",1,1,1,1,2,1,2,1,9999,1,9999,9999,2,2,Obergefreiter,1,9999,1,1,2,SPD,2,2,2,Wirtschaftsminister,1,7777,1,9999,6666,6666,v210301
300,305014,Austria,Austria-Hungary,Friedrich Ferdinand Graf von Beust [count],30,12,1867,8,11,1871,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,2,1,1,1,1809,1886,"Dresden, Saxony, Germany",2,2,1,2,6,4,0807,University of Göttingen,Humboldt University of Berlin,1,1,1,1,2,1,1,1,9999,2,Envoy,"England, Prussia",1,1,9999,1,9999,1,1,1,9999,1,1,2,Minister of State and Foreign Affairs (Austrian Empire),1,9999,1,9999,1,31,v210301
300,305017,Austria,Austria-Hungary,Gyula Graf Andrássy von Csík-Szent-Király und Kraszna-Horka the Elder [count],14,11,1871,2,10,1879,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1823,1890,"Kaschau, Komitat Abaúj-Torna, Kingdom of Hungary",2,7777,7777,2,2,4,08,University of Pest,9999,1,1,1,1,2,2,1,1,9999,2,Envoy (Hungarian),Turkey (Constantinople resp. Istanbul),1,1,9999,1,9999,1,1,1,9999,1,1,2,Minister of State (Hungary),1,9999,1,9999,1,32,v210301
300,305019,Austria,Austria-Hungary,Heinrich Karl Freiherr von Haymerle,8,10,1879,10,10,1881,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1828,1881,"Vienna, Austria",2,2,2,2,6,3,06,K.k. Akademie für Orientalische Sprachen,9999,1,1,1,1,2,1,1,1,9999,2,Ambassador,Italy (Rome),1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,7777,7777,1,9999,2,9999,v210301
300,305016,Austria,Austria-Hungary,Gustav Graf Kálnoky von Köröspatak [count],20,11,1881,16,5,1895,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1832,1898,"Letovice, Moravia, Czech Republik",7777,7777,7777,2,7777,1,0710,[education in private],7777,1,1,1,1,2,1,1,1,9999,2,Ambassador,Russia (Saint Petersburg),2,2,Oberleutnant,7777,7777,7777,1,1,9999,1,1,1,9999,1,9999,1,9999,1,22,v210301
300,305001,Austria,Austria-Hungary,Agenor Graf Gołuchowski the Younger [count],16,5,1895,24,10,1906,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1849,1921,"Lviv, Ukraine",2,2,3,2,6,7777,06,7777,7777,1,1,1,1,2,1,1,1,9999,2,Envoy,"France, Romania",1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,2,Member of the House of Lords (Austria),1,9999,1,29,v210301
300,305004,Austria,Austria-Hungary,Alois Graf Lexa von Aehrenthal [count],24,10,1906,17,2,1912,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1854,1912,"Hrubá Skála, Bohemia (Czech Republic)",2,2,3,2,6,4,08,University of Bonn,Charles University in Prague,1,1,1,1,2,1,1,1,9999,2,Ambassador,Russia,1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,1,9999,1,9999,3,9999,v210301
300,305034,Austria,Austria-Hungary,"Leopold Graf Berchtold von und zu Ungarschitz, Frättling und Püllütz [count]",17,2,1912,13,1,1915,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1863,1942,"Vienna, Austria",2,2,3,2,1,4,08,[education in private],"[University, name unkown]",2,1,1,1,2,1,1,1,9999,2,Ambassador,Russia,1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,1,9999,1,9999,1,32,v210301
300,305046,Austria,Austria-Hungary,Stephan Graf Burián von Rajecz [count],15,1,1915,21,12,1916,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1852,1922,"Stupava, Slovakia",2,1,9999,2,1,3,12,Consular Academy of Vienna,9999,1,1,1,1,2,1,1,1,9999,2,Envoy,"Bulgaria, Kingdom of Württemberg, Greece",1,1,9999,1,9999,1,1,1,9999,1,1,2,Minister of Finacnes,2,k. u k. Generalkonsul in Moscow,1,9999,1,12,v210301
300,305041,Austria,Austria-Hungary,Ottokar Graf Czernin von und zu Chudenitz [count],22,12,1916,14,4,1918,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1872,1932,"Dimokur, Bohemia (Czech Republic)",2,2,6,2,6,4,7777,Charles University in Prague,9999,1,1,1,1,2,1,1,1,9999,2,Chargé d’affaires,Netherlands (Den Haag),1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,2,Member of the House of Lords (Austria),1,9999,1,21,v210301
300,305046,Austria,Austria-Hungary,Stephan Graf Burián von Rajecz [count],18,4,1918,24,10,1918,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,2,1,1,1,1852,1922,"Stupava, Slovakia",2,1,9999,2,1,3,12,Consular Academy of Vienna,9999,1,1,1,1,2,1,1,1,9999,2,Envoy,"Bulgaria, Kingdom of Württemberg, Greece",1,1,9999,1,9999,1,1,1,9999,1,1,2,Minister of Finances,2,k. u k. Generalkonsul in Moscow,1,9999,1,32,v210301
300,305018,Austria,Austria-Hungary,Gyula Graf Andrássy von Csík-Szent-Király und Kraszna-Horka the Younger [count],24,10,1918,2,11,1918,Ministerium des kaiserlichen und königlichen Hauses und des Äußern,Minister des kaiserlichen und königlichen Hauses und des Äußern,1,1,0,1,1,1860,1929,"Tőketerebes, Kingdom of Hungary, Austrian Empire",7777,7777,7777,2,6,4,08,School of the Piarists in Sátoralja-Ujhely and Totis ,"University of Pest, Hungary",1,1,1,1,2,1,1,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,7777,1,1,2,Minister for Internal Affairs ,2,Undersecretary of State,1,9999,1,32,v210301
305,305999,Austria,Austrian Empire,Clement von Metternich,8,10,1809,13,3,1848,State Chancellery,K.k. Minister der auswärtigen Angelegenheiten,1,1,1,1,1,1773,1859,"Coblenz, Archbishopric of Trier (Germany)",2,2,5,2,6,4,07,"Mainz Univeristy, ",University of Strasbourg,1,1,1,1,2,1,1,1,9999,2,"Ambassador, Minister of the Imperial Diet, Minister plenipotentary","France, Kindom of Prussia, Saxon Kingsom in Dresden, the United Netherlands, England",1,1,9999,1,9999,9999,1,1,9999,1,1,2,Minister of State,1,9999,1,9999,5,9999,v210301
305,305029,Austria,Austrian Empire,Karl Ludwig Graf von Ficquelmont [count],20,3,1848,4,5,1848,Department of Foreign Affairs,K.k. Minister der auswärtigen Angelegenheiten,1,1,0,2,1,1777,1857,"Dieuze, Alsace-Champagne-Ardenne-Lorraine, France",2,2,1,2,7777,7777,10,7777,7777,1,1,1,1,2,1,1,1,9999,2,Ambassador,"Sweden, Italy, Russia, ",2,2,General of the Cavalry,2,Peninsular War,7777,1,1,9999,1,1,2,Minister of the State and Conferences [Staats- und Konferenzminister],2,President of the Council of War [Präsident des Hofkriegsrats],1,9999,1,29,v210301
305,305023,Austria,Austrian Empire,Johann Philipp Freiherr von Wessenberg-Ampringen [baron],8,5,1848,21,11,1848,Department of Foreign Affairs,K.k. Minister der auswärtigen Angelegenheiten,1,1,0,2,1,1773,1858,"Dresden, Saxony, Germany",2,2,1,2,6,4,7777,7777,7777,1,1,1,1,2,1,1,1,9999,2,Ambassador,"Holy Roman Empire (Frankfurt a.M., Kassel), Prussia (Berlin), Kingdom of Bavaria (Munich), UK (London), Kingdom of Belgium",1,2,7777,2,7777,7777,1,1,9999,1,1,1,9999,2,Vizepräsident der Hofkommission [Vicepresident of the Hofkommission],1,9999,1,29,v210301
305,305013,Austria,Austrian Empire,Felix Fürst zu Schwarzenberg [prince],21,11,1848,5,4,1852,Department of Foreign Affairs,K.k. Minister der auswärtigen Angelegenheiten,1,1,0,2,1,1800,1852,"Český Krumlov, South Bohemia, Czech Republik",1,2,1,2,6,1,0609,[education in private],7777,1,1,1,1,2,1,1,1,9999,2,Ambassador,"Russia, England, France, Italy",2,2,Feldmarschall-Lieutenant,7777,7777,2,1,1,9999,1,1,1,9999,1,9999,1,9999,2,9999,v210301
305,305027,Austria,Austrian Empire,Karl Ferdinand Graf von Buol-Schauenstein [count],11,4,1852,4,5,1859,Department of Foreign Affairs,K.k. Minister der auswärtigen Angelegenheiten,1,1,0,1,1,1797,1865,"Vienna, Austria",2,2,2,2,6,3,7777,7777,7777,1,1,1,1,2,1,1,1,9999,2,Ambassador,"Baden (Karlsruhe), Großherzogtum Hessen (Darmstadt), Kingdom of Württemberg (Stuttgart), Savoyen-Piemont (Turin, Italy), Russia (Saint Petersburg), England (London)",1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,1,9999,1,9999,1,25,v210301
305,305022,Austria,Austrian Empire,Johann Bernhard Graf von Rechberg und Rothenlöwen [count],21,5,1859,27,10,1864,Department of Foreign Affairs,K.k. Minister der auswärtigen Angelegenheiten,1,1,0,1,1,1806,1899,"Regensburg [Ratisbon], Bavaria, Germany",2,2,1,2,7777,4,7777,University of Strasbourg,Ludwig Maximilian University of Munich,1,1,1,1,2,1,1,1,9999,2,Envoy,"Sweden (Stockholm), Brasil (Rio de Janeiro)",1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,2,Internuntius of Constantinople,1,9999,1,32,v210301
305,305002,Austria,Austrian Empire,Alexander Graf von Mensdorff-Pouilly [count],27,10,1864,30,10,1866,Department of Foreign Affairs,K.k. Minister der auswärtigen Angelegenheiten,1,1,0,1,1,1813,1871,"Coburg, Bavaria, Germany",2,2,2,2,6,7777,10,7777,7777,1,1,1,1,2,1,1,1,9999,2,Envoy,Russia (Saint Petersburg),2,2,Feldmarschall-Leutnant,2,"January Uprising 1963-64 (Poland), Revolutions of 1848 in the Austrian Empire",7777,1,1,9999,1,1,1,9999,2,Governor-general of ,1,9999,1,32,v210301
305,305014,Austria,Austrian Empire,Friedrich Ferdinand Graf von Beust [count],30,10,1866,30,12,1867,Department of Foreign Affairs,K.k. Minister der auswärtigen Angelegenheiten,1,1,0,1,1,1809,1886,"Dresden, Saxony, Germany",2,2,1,2,6,4,0807,University of Göttingen,Humboldt University of Berlin,1,1,1,1,2,1,1,1,9999,2,Envoy,"England, Prussia",1,1,9999,1,9999,1,1,1,9999,1,1,2,Minister of State and Foreign Affairs (Kingdom of Saxony),1,9999,1,9999,1,32,v210301
305,305030,Austria,Republic of Austria (First Republic),Karl Renner,26,7,1919,22,10,1920,Staatsamt des Äußeren,Staatssekretär für Äußeres (State Secretary of Foreign Affairs),1,1,0,2,1,1870,1950,"Dolní Dunajovice, Moravia (Czech Republic)",2,2,1,1,1,4,08,University of Vienna,7777,1,2,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,"Social Democratic Workers' Party of German-Austria (Sozialdemokratische Arbeiterpartei Deutschösterreichs, SDAPDÖ)",2,2,2,Staatskanzler,7777,7777,1,9999,1,13,v210301
305,305024,Austria,Republic of Austria (First Republic),Johann Schober,21,6,1920,26,1,1922,Bundesministerium für Äußeres,"Federal Chancellor, in Charge of Foreign Affairs",1,1,0,2,1,1874,1932,"Perg, Austria",2,1,9999,1,6,4,08,University of Vienna,Staatsgymnasiums Vincentinum in Linz,1,1,1,1,2,2,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,1,9999,1,7777,1,9999,2,Police President of Vienna,1,9999,1,32,v210301
305,305038,Austria,Republic of Austria (First Republic),Michael Mayr,22,10,1920,21,6,1921,Bundesministerium für Äußeres,Bundesminister für Äußeres,1,1,0,2,1,1864,1922,"Adlwang, Austria",2,1,9999,1,1,5,07,University of Vienna,7777,1,1,1,1,2,1,2,1,9999,2,Envoy,Switzerland,1,1,9999,1,9999,1,1,2,"Christian Social Party (Christlichsoziale Partei, CS)",1,2,2,Federal Chancellor,2,State Secretary for drafting the new Constitution of Austria,1,9999,1,32,v210301
305,305050,Austria,Republic of Austria (First Republic),Walter Breisky,26,1,1922,27,1,1922,Bundesministerium für Äußeres,"Federal Chancellor, in Charge of Foreign Affairs",2,1,0,1,1,1871,1944,"Bern, Switzerland",7777,7777,7777,1,7,4,08,7777,7777,1,1,1,1,2,1,2,1,.,1,9999,9999,1,1,9999,1,9999,1,1,2,"Christian Social Party (Christlichsoziale Partei, CS)",1,1,2,Vice Chancelor,2,Ministry Department Chief for Internal Affairs and Education,1,9999,1,26,v210301
